8.17908,5.30276,5.28539,5.37112,5.04956,6.87157,5.31107,4.84410,5.07720,5.18946,5.89802,5.09645,5.00874,4.96389,5.42319,5.81319,5.28501,4.18994,5.13515,5.53775,4.88691,5.42892,5.45535,5.80149,5.61497,5.12011,5.75727,5.28691,5.58367,5.12845,5.11450,6.03684,5.47091,4.93624,4.98521,4.45918,5.20927,5.37767,4.94791,5.34757,5.03062,4.59962,5.48251,5.05679,6.03988,4.81752,5.48415,4.87798,6.51339,5.55537,5.09679,4.74388,4.17471,4.93511,5.97379,5.38194,5.08453,5.72569,5.40779,5.00894,5.33855,5.50530,5.52084,5.16162,5.15459,4.52645,5.94713,5.33801,5.91101,6.05906,5.07992,6.86657,5.54231,4.40087,5.76709,5.57408,5.43638,5.68003,5.67730,5.29907,5.19360,5.17667,4.37978,5.05500,6.60475,5.90533,9.23042,4.58896,4.56249,5.31948,5.70857,5.22506,6.16315,4.95682,5.32851,5.37589,5.14905,5.20606,5.26056,6.01849,4.87462,5.45783,5.59393,5.11594,5.33729,4.95299,5.18811,5.48178,5.30160,5.00374,5.31767,5.19995,5.64968,5.35921,6.64165,5.24251,5.37962,4.96339,5.32589,5.49341,5.62222,5.77669,5.19547,4.57292,5.25166,5.78444,5.05440,5.32438,5.97013,5.53892,5.06990,4.72781,5.15364,5.30766,5.44523,4.96056,5.39870,4.50641,4.86000,6.02945,5.41893,5.67795,5.89567,5.07613,5.87505,4.91686,5.65695,5.08924,5.14478,4.77254,6.03300,5.58960,5.39070,5.29020,5.90171,5.39458,5.55348,5.08084,5.74731,5.91334,5.63586,6.86523,5.93349,5.57340,5.11290,4.88298,5.18404,5.04873,5.95851,5.67792,6.43789,5.62145,5.49101,5.20172,5.91932,5.59615,6.06062,5.64125,6.00806,6.05370,4.84790,4.73757,6.00344,5.53961,6.34212,5.57756,6.01281,6.31980,4.89889,5.09300,6.19256,6.07557,5.26241,4.17892,6.34842,5.52352,4.84375,5.92742,7.06848,5.57589,6.29583,5.40696,6.47413,5.54179,5.45034,5.47026,5.70988,4.60950,5.24137,6.26670,5.90003,5.10906,5.63449,6.16071,6.41291,5.39489,5.76020,5.47077,4.96162,5.83498,5.33997,5.54146,6.57208,6.15576,6.00099,5.59344,5.03328,5.52613,6.06712,5.21712,6.21951,5.55353,5.67937,6.35067,6.24670,5.37544,6.80883,6.80249,5.42442,6.01521,5.68754,6.18462,6.10953,6.18978,6.62434,6.27027,6.70043,4.98870,5.73332,6.39284,6.79624,5.05514,4.98519,4.37440,5.88460,8.30006
7.85220,4.87188,5.01093,5.36381,4.94816,5.52008,4.10792,5.40749,4.31003,4.60129,4.48833,5.99596,5.26681,5.42663,4.66450,5.13732,4.58682,5.22354,4.65774,5.02615,4.98700,5.24498,5.35374,4.90991,4.56923,4.97043,4.94738,4.82620,4.67798,4.91350,4.93624,5.43248,4.34716,5.77700,4.20742,5.52555,4.73323,5.40127,5.08668,5.40056,5.57013,4.60253,4.55347,5.21867,4.50805,5.54913,4.74122,5.38452,5.28921,5.04356,4.85621,5.32341,4.37935,5.31397,4.44022,4.83078,3.89732,6.04081,4.64558,7.06803,4.52115,5.36195,4.64864,5.30825,4.60399,5.35490,4.55226,5.00425,5.58969,5.18492,4.94456,5.29538,4.36308,5.08776,4.59699,5.20640,4.84832,4.73540,4.32730,5.21978,4.49299,5.32991,4.78704,6.23321,5.08568,5.30952,4.55836,5.00657,4.94995,5.70815,4.95358,5.57321,4.76347,5.36401,4.18239,4.82234,5.39626,5.10829,5.66362,6.19052,5.15294,5.46268,5.22468,5.60112,4.76968,5.35273,4.77784,5.85358,4.62281,5.64125,4.10882,5.64121,4.45895,5.95729,4.67071,5.59428,5.62210,5.14502,4.96916,5.41213,4.22343,5.74583,4.52379,5.09616,4.29052,6.04280,5.15525,5.86043,5.73476,5.63357,5.48451,5.96208,4.91035,5.22460,4.39416,5.44148,5.04872,5.53483,4.80647,5.65249,4.67945,4.84372,4.63606,5.26278,4.95358,5.38243,4.82461,4.67184,4.53287,5.55001,5.28306,5.89892,4.53814,5.58814,5.10951,5.65593,5.29539,5.28477,5.05755,5.78075,5.18683,4.92515,6.15716,6.15897,6.63850,5.60152,6.79215,5.30009,5.20558,6.15968,4.73931,5.36733,5.12348,6.10424,5.27809,5.31166,4.45275,5.35714,5.64449,6.25805,6.68623,5.27432,6.48545,5.52847,5.87801,5.16623,5.23123,5.67114,5.83212,5.57654,4.46473,5.82352,5.29812,5.66166,5.28547,5.82852,4.87070,5.35057,6.10021,5.40979,5.67400,5.65298,5.00723,6.00104,5.36681,5.99327,5.54251,5.63547,5.35907,6.69883,5.12796,6.48911,5.07118,6.83223,6.14999,6.23658,5.94544,5.55168,6.47705,6.14136,4.99994,5.06955,6.63071,5.76955,4.79325,6.29745,5.33614,5.30203,5.16183,6.08459,5.82545,6.07189,6.05354,6.44692,4.31730,6.34615,6.01944,7.66053,5.21922,6.26141,6.50066,5.52310,6.74199,6.13570,5.54002,6.48037,7.24291,5.75542,5.07223,6.18484,6.65935,5.97446,5.13077,6.97040,7.50703,9.23673
7.37844,4.89052,4.82926,4.85226,4.56643,5.21180,4.84577,4.99273,5.51732,4.61880,4.90931,5.01307,5.36730,4.86882,5.20155,5.14115,6.62084,5.37669,6.79380,4.52989,5.10169,4.69409,5.44597,4.30850,4.97352,4.64347,5.09561,4.28974,5.22165,5.19091,4.91444,4.68241,5.87607,5.05812,5.49119,4.55739,4.87901,4.05416,5.05879,4.49691,5.12711,4.79114,4.99759,4.96865,5.57085,4.86310,5.41696,4.66951,5.15241,4.81537,6.80539,4.25344,4.64780,4.92353,4.95769,5.72362,5.15344,5.57758,4.98867,4.25720,4.89677,5.20408,5.58459,4.96775,5.34595,4.65517,4.48947,4.93589,5.35614,6.03269,5.39835,4.97771,5.72775,4.32921,4.96621,6.18135,5.29412,5.11139,5.70048,4.62824,6.47112,4.27777,5.28820,4.59814,4.98984,5.33274,5.04802,4.97839,5.03317,4.58322,5.19319,5.50685,5.11897,4.43039,5.27143,6.11103,5.64641,5.22576,5.48410,7.12176,5.45154,127.39168,6.01871,5.04316,6.30236,5.38009,5.21961,4.80793,5.14378,5.15439,5.86403,4.62611,4.65441,5.08028,5.54998,4.63598,5.23458,4.84361,5.20947,4.82278,5.18967,5.07371,5.07964,5.10343,5.05442,4.55270,5.04902,5.62376,5.99815,4.92494,5.67643,5.22175,5.42370,5.35413,5.63947,4.49253,5.76297,4.64842,5.08531,4.89394,5.40167,5.03317,4.81894,5.04543,6.63989,4.98844,5.88547,4.94746,5.39729,4.62771,5.19785,5.77859,5.66098,6.20291,5.33211,4.80612,5.49004,0.00000,5.89406,4.88568,5.49546,5.50076,6.33514,6.54904,8.06913,5.03374,4.81461,5.18009,5.27439,4.39776,5.24019,5.50103,5.57114,5.69185,4.75125,5.82191,5.21691,5.12981,5.78606,5.41418,4.44119,4.54878,5.55356,5.11519,5.26202,5.73622,5.52375,5.47389,5.81212,5.60230,5.27484,5.92721,5.71271,6.17297,4.59943,4.78635,6.22990,5.11656,5.66783,5.44549,5.83787,4.88161,5.00315,5.78477,6.07582,5.42375,4.47945,5.96655,5.57952,5.53702,4.92412,5.23732,5.98712,5.86733,8.62210,6.43090,5.92799,5.12498,5.76741,5.27352,6.13429,5.30183,5.29447,7.19426,5.80788,5.91780,5.31298,5.64581,4.27856,5.42052,5.66335,6.01755,6.00958,5.12557,6.83816,5.38928,5.75771,5.53787,4.86287,5.90872,5.59744,5.73132,5.00556,8.36617,5.67460,6.46427,5.47757,6.02437,5.86398,5.14013,6.81612,5.02475,6.64273,5.73936,6.17738,9.34620
7.89443,5.94426,4.57860,5.25866,4.48357,5.17030,3.99844,4.77395,4.63356,5.21178,4.44655,4.50911,4.37401,4.96545,4.24097,5.64058,4.37594,5.22142,4.64256,5.15449,4.60829,5.16688,4.91244,4.91622,4.32237,5.12038,4.29973,4.88903,4.72446,5.14393,4.22012,5.47165,4.68641,5.00418,4.85164,5.16688,4.18598,4.82686,4.57801,5.29797,4.25312,4.95033,4.93907,5.61876,4.69457,5.20853,5.18748,5.62367,5.14068,5.88402,4.42365,5.60260,3.87968,4.94099,4.38972,4.75389,4.86144,4.67529,4.13337,4.56982,5.03639,5.14236,4.99262,6.14334,4.15932,4.76860,4.61606,4.65701,4.20272,5.96314,4.75186,5.10590,4.52543,5.53986,4.86442,5.33098,4.60376,4.46365,4.74979,5.23771,4.64859,5.89622,8.65268,5.35661,5.02891,5.29312,3.74810,5.43380,4.68540,5.80962,4.63444,5.99934,4.49825,5.14248,4.59440,4.87777,5.38957,6.57058,4.39998,5.16315,5.25823,5.32931,4.54948,4.90740,4.37996,5.67577,5.00710,5.87503,4.39074,5.31857,5.16696,5.29024,5.10908,5.22837,4.41084,4.86833,4.42217,5.74373,4.78976,5.52375,4.43530,4.92481,5.12919,4.74521,4.87870,5.42340,4.89798,4.92043,4.38659,5.67293,4.39842,5.19958,4.44410,4.50596,4.89391,5.55514,5.12185,5.24350,5.69253,5.28854,4.71056,5.10340,4.68719,5.90302,4.21497,5.28491,4.54382,5.33708,4.48656,7.69464,4.44286,5.04437,4.55371,6.01269,4.87719,5.15685,4.47146,5.23175,3.95916,5.48566,5.72301,5.59967,4.89590,5.91382,4.99051,5.41056,6.08840,4.78377,5.23496,6.13306,4.63855,5.08202,5.18906,5.47378,4.47943,5.46942,5.62655,5.15746,4.90836,6.83188,5.20523,4.99796,5.41025,5.81867,4.87576,6.04613,5.13514,5.69553,5.34352,5.90329,5.00115,5.60831,4.94498,5.52720,5.54513,4.84017,5.14503,5.67560,5.63919,5.88339,5.30931,5.17150,5.80180,5.54028,4.65885,5.71319,5.47235,5.76176,5.10652,5.44844,4.97617,5.44768,6.41005,5.86829,5.93827,4.68077,4.98396,6.30283,5.31725,5.29926,6.75745,5.79071,5.33272,6.19980,5.33093,5.71881,5.98020,6.08650,6.46808,5.33551,5.79022,5.21239,5.77292,5.17543,5.65584,4.96306,6.25047,6.09188,6.27867,5.89882,5.63470,5.18095,5.59858,6.91572,6.87912,6.13704,5.41678,6.12690,5.99302,5.32276,4.04092,6.33331,5.97261,5.99048,4.70307,9.59879
7.64291,6.12168,4.60893,5.28280,4.30807,4.85859,5.31720,5.84426,4.70198,4.54319,4.21923,4.89763,4.47531,5.47326,4.95069,5.77634,4.58676,5.23554,4.58752,5.63883,4.66554,5.70913,4.38410,5.51272,5.01857,7.75206,5.20397,5.47164,4.75125,5.76036,4.97188,5.70458,5.24662,6.04780,5.08316,5.25495,4.31730,5.63908,4.96971,5.65439,4.89002,5.62358,5.25624,5.74489,4.57009,5.63114,5.03051,5.94772,4.29999,5.18047,4.93206,5.76440,5.62168,5.34651,4.50495,6.73742,5.20788,5.54788,4.59266,5.24475,5.14466,5.75478,5.41603,4.94382,4.86482,7.96438,4.30951,5.18538,4.73466,5.00312,4.58850,4.91655,5.07796,4.90672,4.68171,5.39772,6.41613,5.24133,5.07355,5.11346,4.98876,5.74086,4.33794,5.65323,4.95192,5.44398,4.84231,5.72518,5.06878,5.43843,4.52652,5.24215,4.45224,5.23233,4.64249,5.58311,4.87146,5.10528,4.98669,5.26609,4.64788,5.47627,5.53113,5.27843,5.52372,5.62110,4.73141,5.84837,4.52943,5.61344,5.74058,5.68853,4.55584,5.72882,4.34315,5.02596,4.63134,5.11545,4.32418,5.90817,4.82367,6.13770,4.66015,5.75955,4.24779,5.44971,4.84684,5.55627,4.96565,5.48467,5.46763,5.15079,5.39678,5.28920,4.88947,5.60454,5.26717,5.79974,6.65605,5.55059,4.78494,5.20025,5.02566,5.61248,4.24853,6.10030,6.08267,5.45999,4.63018,5.64596,4.39388,6.20559,4.23592,6.20472,4.58053,5.62430,4.19962,5.79432,4.43255,5.50260,5.53376,5.91217,5.59953,6.02094,5.24735,6.19585,5.19784,6.42763,5.50498,4.87550,5.12141,5.96722,5.84463,6.41870,6.63726,6.95832,5.32860,4.98308,5.69003,6.34313,5.40980,5.43638,5.78542,7.63033,5.19722,6.05910,5.78066,5.83438,5.32013,5.83572,5.23335,5.77362,5.17499,5.99224,5.00612,6.28817,4.97038,6.16136,4.86528,6.68087,5.71413,6.46824,4.90832,7.07279,4.88586,5.08065,6.82938,6.13299,5.14775,6.88312,5.83806,6.10428,6.39285,6.21767,12.63784,6.67113,6.18037,5.42621,6.24429,7.06487,5.82284,5.91376,6.08137,6.54972,5.39316,5.56541,6.73309,6.01373,6.01470,5.69561,5.61918,5.33413,5.47315,5.25466,5.31872,5.79438,6.16473,5.57411,5.38851,6.11789,6.39284,6.24905,7.13117,6.08754,5.93965,6.75624,6.46462,6.00221,5.26704,5.98253,6.34225,7.09217,5.28373,5.78752,6.19327,8.77582
6.95182,5.87382,4.34791,5.87415,5.08871,6.26799,4.56110,6.88676,4.50959,6.25758,4.82445,6.97726,4.65409,6.60685,4.62595,5.38383,4.40347,6.43723,4.67306,9.87189,5.55692,6.48083,4.52019,6.19073,4.55447,5.91532,4.64139,6.01329,5.02703,5.85332,4.85869,6.19637,4.77409,5.87980,4.35837,6.67273,4.74613,5.88147,4.56508,6.04953,4.51070,6.34617,4.35967,6.14218,4.98946,6.04287,4.34441,5.97251,4.66109,5.85673,4.41761,5.74738,4.90209,9.41015,4.62963,7.72864,4.55802,6.11437,4.55679,5.72014,4.81169,5.90319,5.23139,6.05956,4.84694,6.54907,4.78288,8.52341,4.93616,5.81206,4.96175,6.73332,4.59028,6.47306,5.57623,6.75336,4.45362,5.54722,4.23770,6.05116,4.74851,6.80939,5.51972,6.23280,5.02793,5.79709,4.86667,5.88099,5.22041,6.27029,4.70657,6.66251,4.73388,6.34269,5.19838,5.79899,4.49977,5.95015,4.27701,5.83320,4.75990,5.81901,4.66554,6.83314,4.63387,6.60400,5.75646,5.90887,4.63284,5.83264,4.57621,6.17779,4.90931,6.02955,4.47450,5.16946,4.96474,7.03635,5.12947,5.84869,4.12010,5.64014,5.90493,5.24047,5.00903,6.24237,4.93954,7.19978,5.61371,6.30922,4.50835,6.44976,4.97621,6.41616,5.08095,5.89841,4.99529,6.91709,4.76088,5.70489,4.76403,6.26620,5.22409,6.71171,5.43659,6.02741,5.52175,6.30064,4.81578,7.42285,5.34305,6.07929,4.87411,5.65113,5.25168,6.25251,5.83035,6.66757,4.30450,6.10920,4.90781,6.17598,5.05536,7.80521,6.04333,6.28348,5.26076,5.94908,4.88207,5.81289,4.70307,7.41435,4.93865,7.08290,5.31248,6.38984,6.02311,6.71905,4.79184,5.87038,5.72014,6.40757,6.23884,6.69821,5.28497,6.76403,5.02417,6.29139,4.84597,6.46296,4.94737,6.85586,6.12173,6.41735,4.70956,5.27370,8.49196,6.55877,5.88645,8.31997,4.92835,6.09659,4.89181,6.68597,5.91684,5.26192,4.98230,7.07989,5.42040,6.86808,5.79877,7.24227,6.18490,6.37220,5.86555,5.38220,6.99398,5.73701,5.55530,6.03656,5.85099,6.04476,6.21629,6.64271,6.23399,6.71874,5.61156,5.96259,5.66961,5.84560,6.02363,6.08280,5.89210,5.69515,6.19900,6.22962,6.85699,6.06310,6.31391,6.62566,6.40561,7.44814,6.25796,7.29681,7.06764,6.37262,6.19937,6.46816,6.19758,6.35936,6.69844,6.01229,6.01041,5.17668,5.36403,9.34701
7.85727,6.01335,4.97800,4.72664,5.21481,5.55027,4.45355,5.10648,5.20833,6.10169,5.10561,5.91868,5.17557,6.13687,5.08248,5.78860,5.23288,5.93701,5.81500,6.01467,4.80469,5.15151,4.28192,7.95249,5.50377,5.75283,5.06461,6.42815,5.37878,6.84578,4.86094,4.82261,5.46628,5.72114,5.02137,6.81694,4.70512,5.50551,5.23781,6.54324,4.85000,5.47228,5.28786,5.83761,4.76624,6.56997,4.97464,6.06152,4.42255,5.87860,4.93287,5.33506,4.97800,5.64270,4.86674,5.78102,4.67822,6.03298,5.01307,5.89345,4.80879,5.95938,5.33821,5.95513,4.69332,5.98138,5.11412,6.05405,4.98876,6.16655,4.63791,6.01356,4.56222,6.22204,5.56337,6.21887,4.86436,5.93440,5.98290,5.99954,4.91694,6.40635,4.89477,5.86093,5.04066,6.26533,5.08440,6.67746,4.88578,5.96148,4.47184,4.92500,5.32345,7.16058,5.18031,4.61361,5.34944,5.19394,5.11269,5.86999,5.19406,6.43821,4.47049,5.68982,5.44729,6.45813,4.96237,6.44473,4.67796,5.08442,5.09676,5.84193,5.13500,5.56943,5.61876,5.99319,5.31378,6.27803,5.31643,5.79477,5.27412,5.48264,5.37549,5.46665,5.00320,5.61679,5.09550,5.48565,5.29066,5.82201,4.99433,5.36849,5.49041,6.06843,5.35793,5.81381,5.09620,6.53651,5.22263,6.28919,4.79834,6.08633,4.84027,5.90554,5.28332,5.39399,6.08101,6.36527,5.91707,6.07942,5.00320,5.68473,5.45918,6.49066,4.79775,7.09673,5.14899,6.58882,5.96516,6.05973,5.41394,6.08325,5.95696,5.94525,4.97249,6.05739,5.57921,6.71993,5.78094,7.46163,4.64249,6.55642,5.23135,4.72079,5.57616,6.21909,5.65642,6.25805,5.05434,5.04897,5.01048,6.26760,5.94496,7.25702,5.25011,6.23242,4.84671,6.06270,5.43129,6.13198,5.65196,5.85196,6.24457,6.83079,5.51706,5.49160,4.68382,5.39643,6.05901,6.21854,5.79945,7.49559,4.65101,5.53043,5.05866,6.56589,5.40848,6.04535,5.86408,6.63720,4.88368,6.98400,5.37424,6.81173,6.89774,5.63503,6.59059,6.36512,6.30066,6.28589,5.35037,6.14500,6.56731,6.47608,6.51069,6.84643,5.81368,6.87055,5.94082,5.70157,6.45989,5.66991,6.09408,7.05566,5.79502,6.19704,6.99988,6.39769,5.78675,5.50820,5.54425,5.53304,5.73670,7.17827,8.64364,6.05019,6.76050,6.19489,6.89429,6.44866,5.46324,6.61878,6.72987,6.32798,6.73962,8.31170
7.48169,5.90877,4.99151,5.97571,5.38798,5.32650,4.66673,5.51971,5.15851,5.60992,5.01411,5.92646,5.34762,5.37900,4.69010,5.74901,5.39142,5.95492,5.33193,4.70587,4.58855,5.69210,5.00959,5.57232,4.81716,5.30417,4.64104,5.23832,4.84635,6.20829,4.41721,5.05572,5.28967,5.32485,4.78756,4.98378,4.81393,5.91168,5.24633,5.51024,5.05283,5.49320,4.69931,5.11550,5.67886,5.80246,5.27382,5.04554,5.66714,5.56018,5.26607,6.47183,5.32257,5.29961,5.66080,5.29728,4.93951,6.11280,7.02833,5.28508,4.62963,5.17921,4.87550,5.65675,5.41915,5.70458,5.72800,6.06284,5.44232,5.20318,5.45025,5.83477,4.78336,5.96931,4.42471,4.91366,5.27281,4.42072,4.94681,5.65040,5.57354,5.51650,5.24114,6.10726,5.27287,5.62370,5.40054,5.11637,5.32412,4.77196,5.14848,5.99653,6.21268,5.37346,4.89994,6.30611,5.53392,5.70388,5.37394,5.21026,5.16877,5.02490,4.99815,5.44814,6.22714,6.12924,5.02489,5.25689,5.07772,5.16688,5.00556,6.86033,5.21518,5.23073,5.56845,5.83535,5.49087,5.38770,5.61541,5.71355,5.70629,6.01241,6.11948,5.70471,5.96016,5.87576,5.47210,5.50366,5.44610,5.27412,5.42506,4.97366,5.39699,5.05214,5.73383,6.09336,5.69297,6.51872,5.40270,6.58757,5.07836,5.86685,4.61765,5.75405,5.31420,5.26056,6.07375,6.09646,4.89543,5.82085,5.42251,5.43481,4.92261,5.18001,5.60483,5.57518,5.65007,6.31027,5.14413,5.49671,5.23348,5.76987,5.06829,5.47515,5.78017,6.42451,6.47291,6.02709,5.58406,5.37491,4.57488,5.75562,5.24498,5.28508,5.56585,6.08461,5.97148,6.40062,5.33286,5.69533,4.90127,6.15818,5.71580,6.08293,5.25730,6.30628,5.71553,5.99644,5.35510,6.36634,6.10968,6.23286,5.51344,6.05389,6.18877,6.86565,5.36597,5.86628,5.62952,6.45729,5.84494,7.33123,6.48677,5.72321,5.41706,6.51949,5.76407,6.20766,5.16007,6.40999,5.08977,5.54812,5.43831,6.50990,6.43454,6.68332,6.06014,7.27137,6.42447,5.76576,6.46514,7.11132,6.95386,5.00624,5.57922,6.32144,5.68965,7.05852,4.91304,6.14915,6.19970,7.22603,4.75187,6.56895,5.82302,7.30303,6.75312,5.82699,5.71548,5.74671,6.38431,6.18787,7.05719,6.66408,6.45645,6.57570,6.19349,6.62533,6.54055,6.25425,5.59834,6.48707,5.18503,6.11397,5.47276,8.68035
7.06858,4.92487,4.71834,4.80781,4.53441,4.98730,4.87194,4.57871,5.63682,5.35153,4.81546,4.95595,4.90765,4.70467,4.69051,5.07366,4.38048,5.35810,5.18955,4.87764,4.72846,4.96731,4.90269,4.92121,4.97093,5.25415,4.81397,3.97194,5.37722,5.14200,4.94815,4.93890,5.28073,5.04746,4.82128,4.47601,4.71533,5.19880,4.84035,5.20808,5.15344,5.27956,6.63825,5.05201,5.15405,5.62032,5.51219,5.21839,4.91822,5.22392,4.53238,4.32897,4.53704,4.91557,5.29392,5.12803,6.10494,4.64278,4.91220,5.06710,5.08338,4.82660,4.95694,5.15232,5.26704,5.01264,5.01940,5.10190,5.02679,4.48251,5.18855,5.66569,5.37175,4.78632,4.23592,4.71516,5.29502,6.81280,5.15724,5.54708,5.77978,4.61348,5.58999,4.56721,5.21584,4.34410,5.17968,5.23373,5.39445,5.12467,5.76391,4.60137,5.41744,5.11268,4.93807,4.87921,4.34786,5.13045,5.53000,6.19176,4.78377,5.11404,5.11873,5.36669,5.12258,4.83595,5.21712,5.04081,4.70734,5.18692,5.55130,4.84768,5.40426,4.83574,5.12491,6.01012,5.36664,5.84942,5.33407,5.18292,4.95538,5.03538,5.87380,5.46179,4.92922,5.21631,5.19895,5.44323,5.47558,5.09065,6.08447,5.54175,5.34533,5.09383,4.82900,5.29076,4.84123,4.85656,4.92713,5.16039,5.29340,4.99405,5.42685,5.43275,4.97345,4.98222,5.26112,5.21298,5.36595,5.55999,5.07771,5.67966,5.55059,5.43363,5.60036,5.10841,4.89387,6.26646,5.77196,5.11865,5.45131,6.05842,5.04656,5.04473,6.02057,5.31112,5.37560,5.47312,5.94217,4.88893,5.50150,5.36145,5.06016,5.95589,5.73879,5.42708,6.32294,5.53586,5.06469,5.38957,5.72472,5.90701,5.88252,5.93379,6.56067,5.35997,4.73355,4.30520,5.67388,5.56531,5.18369,5.85807,5.50366,7.63349,5.86287,5.64529,6.39132,5.78200,5.73856,5.38673,5.07992,6.42177,6.68901,4.79693,6.40140,5.51398,6.28741,4.58145,5.19556,6.08175,6.20895,5.00371,5.69915,6.51900,6.06663,8.73996,5.13636,6.02255,6.58245,4.68749,5.77345,6.26557,4.59380,6.02247,6.83325,6.84323,6.41146,5.82753,5.60152,6.13472,6.23548,5.87714,6.50201,6.18172,7.41771,6.49324,5.96570,5.11438,5.28491,5.49049,5.49998,7.29505,6.23740,6.33472,6.67656,5.91347,6.10560,6.12715,5.54660,6.33290,8.14559,6.27652,5.48798,4.87640,5.62071,9.87122
8.36603,4.80072,4.92020,5.52621,5.21297,6.09025,5.11985,5.60391,5.09024,5.28110,5.32424,4.95746,5.11794,7.20193,5.26105,5.35432,5.55178,5.54757,5.03212,5.46472,5.11047,5.34877,4.68666,5.04984,4.65552,5.82388,5.68737,5.69963,5.21274,4.97224,5.54035,6.10812,5.13692,4.65601,5.67122,5.11574,5.37221,5.36690,4.88453,5.57253,5.37825,4.88628,5.28599,4.92677,5.34376,5.55666,5.60311,5.06878,4.83821,5.82491,5.54641,5.59790,4.96561,5.80226,5.86585,5.32107,5.11120,4.66528,4.40642,5.44950,4.95900,5.05069,4.67468,5.57647,6.72712,6.12105,5.37016,5.19008,5.79477,5.40027,5.65196,5.24690,4.73446,5.08211,6.30963,5.72127,5.31324,5.75300,6.27285,5.60724,6.11524,5.41277,5.48352,4.96037,5.86283,4.84634,4.56923,5.40160,5.49858,5.25037,5.53142,5.32938,5.36061,5.19419,5.34026,5.38383,6.28919,5.49577,5.91592,5.00133,5.70626,5.69362,5.19411,6.21878,6.00033,5.44119,4.83021,5.20523,4.85194,4.66931,5.73613,6.11473,6.14649,5.94242,6.10138,5.24055,5.63012,5.64138,4.38167,5.54705,6.65227,5.68172,5.48697,4.67905,4.98809,6.18726,5.67114,5.50333,6.01521,6.48985,5.87251,5.01875,5.99836,5.35575,5.31126,5.76936,5.80194,5.46687,5.60992,5.76823,5.58975,5.02646,5.62210,5.45349,5.84430,5.82745,5.90482,5.41202,5.82659,5.76492,5.36467,5.12103,6.63387,5.61475,6.16682,5.02564,5.20527,6.22495,5.74391,4.97800,5.18030,5.22478,5.67917,6.30725,6.04631,5.25485,5.70648,6.06098,6.77484,5.69853,5.85673,6.75422,5.65533,6.39539,5.76884,5.33570,4.92565,5.69716,4.89765,5.24238,5.34997,6.30966,5.37321,5.56660,6.22700,5.62297,5.97943,6.20134,5.39376,5.25221,6.32893,5.57518,5.83320,6.29120,6.13472,5.48874,4.68401,5.82688,5.35826,6.41886,6.73629,5.90564,5.15283,6.23124,6.14689,7.15231,5.97380,6.14309,7.30041,6.28217,6.88649,6.09392,6.17758,5.96693,7.07516,5.77923,5.93194,6.21753,6.78735,6.33838,5.93864,6.37235,5.28750,5.42851,6.25679,6.20536,4.69249,6.25031,4.68705,6.11312,5.06843,5.43481,6.23316,6.19190,5.77627,5.98983,6.55248,6.14104,7.78341,6.49046,6.76523,6.56743,5.70132,5.82871,7.00907,6.45256,6.37194,6.92182,6.23080,5.45916,6.08272,6.40151,6.32886,6.65665,7.23062,11.11338
